"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site2","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Site.match","Manipulation","Mean.Temp.","Mean.Precip.","Latitude2","SOC_stock","Ecosystem_type2","Outlier","soil_temperature","nearest_distance_km","soil_temp_years_used","delta.Mean.Temp.","delta.Mean.Precip.","delta.Mean.soil_temperature"
1931,2003,5,2.9,-54.95,"-2.9 -54.95",4270,180,"Tropical","Natural","Evergreen Forest","Evergreen",8.09916666666667,2000,"IRGA","","Mature",1280,"-2.9_-54.95","None",8.09916666666667,NA,-2.9,NA,"Evergreen Forest",0,NA,NA,NA,3.02290501342775,NA,NA
1933,2003,1,39.25,-121.28,"39.25 -121.28",4257,345,"Mediterranean","Natural","Grassland","Deciduous",16,750,"IRGA","","Mature",1011,"39.25_-121.28","None",7.15642857142857,762.297872340426,39.25,36.1,"Grassland",0,NA,NA,NA,2.08016691818965,-125.055010174145,NA
1935,2004,1,39.25,-121.28,"39.25 -121.28",4257,345,"Mediterranean","Natural","Grassland","Deciduous",16,750,"IRGA","","Mature",1480,"39.25_-121.28","None",7.15642857142857,762.297872340426,39.25,36.1,"Grassland",0,NA,NA,NA,2.08016691818965,-125.055010174145,NA
1937,2005,1,39.25,-121.28,"39.25 -121.28",4257,345,"Mediterranean","Natural","Grassland","Deciduous",16,750,"IRGA","","Mature",918,"39.25_-121.28","None",7.15642857142857,762.297872340426,39.25,36.1,"Grassland",0,NA,NA,NA,2.08016691818965,-125.055010174145,NA
1939,2006,1,39.25,-121.28,"39.25 -121.28",4257,345,"Mediterranean","Natural","Grassland","Deciduous",16,750,"IRGA","","Mature",887,"39.25_-121.28","None",7.15642857142857,762.297872340426,39.25,36.1,"Grassland",0,NA,NA,NA,2.08016691818965,-125.055010174145,NA
1955,1999.5,2,40.67,-104.75,"40.67 -104.75",2403,1556,"Temperate","Natural","Grassland","Deciduous",3.58333333333333,320,"IRGA","","Mature",346,"40.67_-104.75","None",3.58333333333333,NA,40.67,14.3,"Grassland",0,NA,NA,NA,-1.4929283199056,NA,NA
1957,1999.5,2,40.67,-104.75,"40.67 -104.75",2403,1556,"Temperate","Natural","Grassland","Deciduous",3.58333333333333,320,"IRGA","","Mature",530,"40.67_-104.75","None",3.58333333333333,NA,40.67,14.3,"Grassland",0,NA,NA,NA,-1.4929283199056,NA,NA
1959,2001,1,51.3,4.52,"51.3 4.52",2503,16,"Temperate","Unmanaged","Evergreen Forest","Evergreen",9.8,750,"IRGA","","Mature",462,"51.3_4.52","None",4.35090909090909,850.666666666667,51.3,66.4,"Evergreen Forest",0,10.765751139323,2.21999999999995,2001,-0.725352562329835,-36.6862158479037,-1.35769235979904
1960,2000,2,36.82,-115.92,"36.82 -115.92",2528,965,"Temperate","Natural","Desert","Deciduous",6.56666666666667,134,"Gas Chromatography","","Mature",32,"36.82_-115.92","None",6.56666666666667,NA,36.82,3.7,"Desert",0,NA,NA,NA,1.49040501342775,NA,NA
1962,2000,2,36.82,-115.92,"36.82 -115.92",2528,965,"Temperate","Natural","Desert","Deciduous",6.56666666666667,134,"Gas Chromatography","","Mature",90,"36.82_-115.92","None",6.56666666666667,NA,36.82,3.7,"Desert",0,NA,NA,NA,1.49040501342775,NA,NA
1964,2000,2,36.82,-115.92,"36.82 -115.92",2528,965,"Temperate","Natural","Desert","Deciduous",6.56666666666667,134,"Gas Chromatography","","Mature",40,"36.82_-115.92","None",6.56666666666667,NA,36.82,3.7,"Desert",0,NA,NA,NA,1.49040501342775,NA,NA
1966,2000,2,36.82,-115.92,"36.82 -115.92",2528,965,"Temperate","Natural","Desert","",6.56666666666667,134,"Gas Chromatography","","Mature",61,"36.82_-115.92","None",6.56666666666667,NA,36.82,3.7,"Desert",0,NA,NA,NA,1.49040501342775,NA,NA
1968,2000.5,2,3,-60,"-3 -60",2552,50,"Tropical","Natural","Evergreen Forest","Evergreen",26.7,2300,"IRGA","Subtraction","Mature",984,"-3_-60","None",10.4972916666667,NA,-3,NA,"Evergreen Forest",0,NA,NA,NA,5.42103001342777,NA,NA
1969,2000.5,2,3,-60,"-3 -60",2552,100,"Tropical","Natural","Evergreen Forest","Evergreen",26.7,2300,"IRGA","Subtraction","Mature",1211,"-3_-60","None",10.4972916666667,NA,-3,NA,"Evergreen Forest",0,NA,NA,NA,5.42103001342777,NA,NA
1970,2000.5,2,3,-60,"-3 -60",2552,150,"Tropical","Natural","Evergreen Forest","Evergreen",26.7,2300,"IRGA","Subtraction","Mature",1438,"-3_-60","None",10.4972916666667,NA,-3,NA,"Evergreen Forest",0,NA,NA,NA,5.42103001342777,NA,NA
1981,1999.5,3,42.27,-76.47,"42.27 -76.47",2590,463,"Temperate","Natural","Deciduous Forest","Deciduous",3.264,1000,"IRGA","","Mature",900,"42.27_-76.47","None",3.264,NA,42.27,170.2,"Deciduous Forest",0,NA,NA,NA,-1.81226165323893,NA,NA
1982,1999.5,3,41.83,-73.75,"41.83 -73.75",2590,153,"Temperate","Natural","Deciduous Forest","Deciduous",3.49181818181818,980,"IRGA","","Mature",738,"41.83_-73.75","None",3.49181818181818,NA,41.83,112.7,"Deciduous Forest",0,NA,NA,NA,-1.58444347142075,NA,NA
1983,1999.5,3,42.27,-76.47,"42.27 -76.47",2590,463,"Temperate","Natural","Deciduous Forest","Deciduous",3.264,1000,"IRGA","","Mature",859,"42.27_-76.47","None",3.264,NA,42.27,170.2,"Deciduous Forest",0,NA,NA,NA,-1.81226165323893,NA,NA
1984,1999.5,3,41.83,-73.75,"41.83 -73.75",2590,153,"Temperate","Natural","Deciduous Forest","Deciduous",3.49181818181818,980,"IRGA","","Mature",690,"41.83_-73.75","None",3.49181818181818,NA,41.83,112.7,"Deciduous Forest",0,NA,NA,NA,-1.58444347142075,NA,NA
1985,1996.5,2,19.84,-155.12,"19.84 -155.12",2607,350,"Tropical","Natural","Others","",21,3600,"IRGA","Extraction","Aggrading",2220,"19.84_-155.12","None",11.09,NA,19.84,46.2,"Others",0,NA,NA,NA,6.01373834676108,NA,NA
2009,2001,1,1.32,-47.95,"-1.32 -47.95",2809,40,"Tropical","Natural","Evergreen Forest","Evergreen",25.5,2539,"IRGA","","Aggrading",1593,"-1.32_-47.95","None",8.42316666666667,NA,-1.32,NA,"Evergreen Forest",1,NA,NA,NA,3.34690501342775,NA,NA
2011,2002,1,1.32,-47.95,"-1.32 -47.95",2809,40,"Tropical","Natural","Evergreen Forest","Evergreen",25.5,2539,"IRGA","","Aggrading",1988,"-1.32_-47.95","None",8.42316666666667,NA,-1.32,NA,"Evergreen Forest",0,NA,NA,NA,3.34690501342775,NA,NA
2015,2002,1.3,47,11,"47 11",2831,1950,"Temperate","Natural","Evergreen Forest","Evergreen",2.4,950,"IRGA","","Mature",35,"47_11","None",1.06090909090909,820,47,103.2,"Evergreen Forest",0,1.77351277669271,1.37258160602598e-10,2002,-4.01535256232984,-67.3528825145706,-10.3499307224293
2016,2000,1,36.52,138.35,"36.52 138.35",2842,1300,"Temperate","Natural","Grassland","Deciduous",3.22136363636364,706.666666666667,"IRGA","Extraction","Mature",1387,"36.52_138.35","None",3.22136363636364,706.666666666667,36.52,90.2,"Grassland",0,8.07830200195315,5.97753293550671,2000,-1.85489801687528,-180.686215847904,-4.04514149716889
2017,2001,1,36.52,138.35,"36.52 138.35",2842,1300,"Temperate","Natural","Grassland","Deciduous",3.22136363636364,706.666666666667,"IRGA","Extraction","Mature",1408,"36.52_138.35","None",3.22136363636364,706.666666666667,36.52,90.2,"Grassland",0,8.00077718098959,5.97753293550671,2001,-1.85489801687528,-180.686215847904,-4.12266631813245
2018,2001,1,51.3,4.52,"51.3 4.52",2844,16,"Temperate","Unmanaged","Evergreen Forest","Evergreen",9.8,750,"IRGA","","Mature",458,"51.3_4.52","None",4.35090909090909,850.666666666667,51.3,66.4,"Evergreen Forest",0,10.765751139323,2.21999999999995,2001,-0.725352562329835,-36.6862158479037,-1.35769235979904
2019,2001,1,51.3,4.52,"51.3 4.52",2844,16,"Temperate","Unmanaged","Evergreen Forest","Evergreen",9.8,750,"IRGA","","Mature",560,"51.3_4.52","None",4.35090909090909,850.666666666667,51.3,66.4,"Evergreen Forest",0,10.765751139323,2.21999999999995,2001,-0.725352562329835,-36.6862158479037,-1.35769235979904
2020,2001,1,51.3,4.52,"51.3 4.52",2844,16,"Temperate","Unmanaged","Evergreen Forest","Evergreen",9.8,750,"IRGA","","Mature",492,"51.3_4.52","None",4.35090909090909,850.666666666667,51.3,66.4,"Evergreen Forest",0,10.765751139323,2.21999999999995,2001,-0.725352562329835,-36.6862158479037,-1.35769235979904
2021,2001,1,51.3,4.52,"51.3 4.52",2844,16,"Temperate","Unmanaged","Deciduous Forest","Deciduous",9.8,750,"IRGA","","Mature",935,"51.3_4.52","None",4.35090909090909,850.666666666667,51.3,66.4,"Deciduous Forest",0,10.765751139323,2.21999999999995,2001,-0.725352562329835,-36.6862158479037,-1.35769235979904
2022,2001,1,51.3,4.52,"51.3 4.52",2844,16,"Temperate","Unmanaged","Deciduous Forest","Deciduous",9.8,750,"IRGA","","Mature",674,"51.3_4.52","None",4.35090909090909,850.666666666667,51.3,66.4,"Deciduous Forest",0,10.765751139323,2.21999999999995,2001,-0.725352562329835,-36.6862158479037,-1.35769235979904
2023,2001,1,51.3,4.52,"51.3 4.52",2844,16,"Temperate","Unmanaged","Deciduous Forest","Deciduous",9.8,750,"IRGA","","Mature",893,"51.3_4.52","None",4.35090909090909,850.666666666667,51.3,66.4,"Deciduous Forest",0,10.765751139323,2.21999999999995,2001,-0.725352562329835,-36.6862158479037,-1.35769235979904
2026,1999.5,1,51.77,9.58,"51.77 9.58",2879,375,"Temperate","Managed","Evergreen Forest","Evergreen",7.5,900,"Gas Chromatography","Subtraction","Mature",540,"51.77_9.58","None",3.75344155844156,NA,51.77,134.8,"Evergreen Forest",0,9.52849731445315,4.0021619158841,2000,-1.32282009479736,NA,-2.59494618466889
2027,1999.5,1,51.77,9.58,"51.77 9.58",2879,375,"Temperate","Managed","Evergreen Forest","Evergreen",7.5,900,"Gas Chromatography","Subtraction","Mature",570,"51.77_9.58","None",3.75344155844156,NA,51.77,134.8,"Evergreen Forest",0,9.52849731445315,4.0021619158841,2000,-1.32282009479736,NA,-2.59494618466889
2028,1999.5,1,51.77,9.58,"51.77 9.58",2879,375,"Temperate","Managed","Deciduous Forest","Deciduous",7.5,900,"Gas Chromatography","Subtraction","Mature",640,"51.77_9.58","None",3.75344155844156,NA,51.77,134.8,"Deciduous Forest",0,9.52849731445315,4.0021619158841,2000,-1.32282009479736,NA,-2.59494618466889
2029,1999.5,1,51.77,9.58,"51.77 9.58",2879,375,"Temperate","Managed","Deciduous Forest","Deciduous",7.5,900,"Gas Chromatography","Subtraction","Mature",640,"51.77_9.58","None",3.75344155844156,NA,51.77,134.8,"Deciduous Forest",0,9.52849731445315,4.0021619158841,2000,-1.32282009479736,NA,-2.59494618466889
2030,2000.5,1,51.77,9.58,"51.77 9.58",2879,375,"Temperate","Managed","Evergreen Forest","Evergreen",7.5,900,"Gas Chromatography","Subtraction","Mature",550,"51.77_9.58","None",3.75344155844156,NA,51.77,134.8,"Evergreen Forest",0,9.52849731445315,4.0021619158841,2000,-1.32282009479736,NA,-2.59494618466889
2031,2000.5,1,51.77,9.58,"51.77 9.58",2879,375,"Temperate","Managed","Evergreen Forest","Evergreen",7.5,900,"Gas Chromatography","Subtraction","Mature",660,"51.77_9.58","None",3.75344155844156,NA,51.77,134.8,"Evergreen Forest",0,9.52849731445315,4.0021619158841,2000,-1.32282009479736,NA,-2.59494618466889
2032,2000.5,1,51.77,9.58,"51.77 9.58",2879,375,"Temperate","Managed","Deciduous Forest","Deciduous",7.5,900,"Gas Chromatography","Subtraction","Mature",710,"51.77_9.58","None",3.75344155844156,NA,51.77,134.8,"Deciduous Forest",0,9.52849731445315,4.0021619158841,2000,-1.32282009479736,NA,-2.59494618466889
2033,2000.5,1,51.77,9.58,"51.77 9.58",2879,375,"Temperate","Managed","Deciduous Forest","Deciduous",7.5,900,"Gas Chromatography","Subtraction","Mature",770,"51.77_9.58","None",3.75344155844156,NA,51.77,134.8,"Deciduous Forest",0,9.52849731445315,4.0021619158841,2000,-1.32282009479736,NA,-2.59494618466889
2048,2000.5,1.3,55,12,"55 12",2921,66,"Temperate","Natural","Deciduous Forest","Deciduous",3.91454545454545,373.083333333333,"IRGA","","Aggrading",595,"55_12","None",3.91454545454545,373.083333333333,55,74.5,"Deciduous Forest",0,10.1915832519531,1.49882647308933e-10,2000,-1.16171619869347,-514.269549181238,-1.93186024716894
2049,2000.5,1.3,55,12,"55 12",2921,66,"Temperate","Natural","Evergreen Forest","Evergreen",3.91454545454545,373.083333333333,"IRGA","","Aggrading",646,"55_12","None",3.91454545454545,373.083333333333,55,74.5,"Evergreen Forest",0,10.1915832519531,1.49882647308933e-10,2000,-1.16171619869347,-514.269549181238,-1.93186024716894
2050,2000,5,43.93,-71.75,"43.93 -71.75",2926,600,"Temperate","Natural","Deciduous Forest","Deciduous",2.82844155844156,1395,"IRGA","Exclusion","Mature",660,"43.93_-71.75","None",2.82844155844156,NA,43.93,172.4,"Deciduous Forest",0,NA,NA,NA,-2.24782009479737,NA,NA
2056,1997.5,1,34.7,-120.05,"34.7 -120.05",2929,395,"Mediterranean","Natural","Grassland","Deciduous",22,500,"IRGA","","Mature",44,"34.7_-120.05","None",18.0505882352941,541.777777777778,34.7,30.7,"Grassland",0,NA,NA,NA,12.9743265820552,-345.575104736793,NA
2057,1998.5,1,34.7,-120.05,"34.7 -120.05",2929,395,"Mediterranean","Natural","Grassland","Deciduous",22,500,"IRGA","","Mature",15,"34.7_-120.05","None",18.0505882352941,541.777777777778,34.7,30.7,"Grassland",0,NA,NA,NA,12.9743265820552,-345.575104736793,NA
2058,1999.5,1,34.7,-120.05,"34.7 -120.05",2929,395,"Mediterranean","Natural","Grassland","Deciduous",22,500,"IRGA","","Mature",16,"34.7_-120.05","None",18.0505882352941,541.777777777778,34.7,30.7,"Grassland",0,NA,NA,NA,12.9743265820552,-345.575104736793,NA
2067,2001.5,2,45.1,-123.9,"45.1 -123.9",2960,222,"Temperate","Natural","Evergreen Forest","Evergreen",10.5,2800,"IRGA","","Mature",1805,"45.1_-123.9","None",4.11166666666667,1717,45.1,208.6,"Evergreen Forest",1,NA,NA,NA,-0.964594986572255,829.647117485429,NA
2069,2001.5,2,44.25,-122.19,"44.25 -122.19",2960,781,"Temperate","Natural","Evergreen Forest","Evergreen",8.3,2100,"IRGA","","Mature",1232,"44.25_-122.19","None",12.3055555555556,NA,44.25,194.7,"Evergreen Forest",0,NA,NA,NA,7.22929390231668,NA,NA
2070,1999,5,45.2,-68.7,"45.2 -68.7",2960,60,"Temperate","Natural","Evergreen Forest","Evergreen",5.7,1040,"IRGA","","Mature",735,"45.2_-68.7","None",3.261,NA,45.2,249.9,"Evergreen Forest",0,NA,NA,NA,-1.81526165323892,NA,NA
2072,1998,5,44.5,-121.62,"44.5 -121.62",2960,1028,"Temperate","Natural","Evergreen Forest","Evergreen",8.5,530,"IRGA","","Mature",604,"44.5_-121.62","None",3.1353488372093,1739.83333333333,44.5,72,"Evergreen Forest",0,NA,NA,NA,-1.94091281602962,852.48045081876,NA
2073,2000,3,44.5,-121.57,"44.5 -121.57",2960,1188,"Temperate","Natural","Evergreen Forest","Evergreen",7.3,466,"IRGA","","Mature",541,"44.5_-121.57","None",3.42181818181818,NA,44.5,86.5,"Evergreen Forest",0,NA,NA,NA,-1.65444347142074,NA,NA
2074,2001.5,2,44.43,-121.63,"44.43 -121.63",2960,1060,"Temperate","Natural","Evergreen Forest","Evergreen",8,550,"IRGA","","Mature",666,"44.43_-121.63","None",9.97,NA,44.43,84.7,"Evergreen Forest",0,NA,NA,NA,4.89373834676108,NA,NA
2078,1997.5,2,50.3,6,"50.3 6",2960,450,"Temperate","Unmanaged","Evergreen Forest","Evergreen",7,1000,"IRGA","","Mature",438,"50.3_6","None",2.37090909090909,NA,50.3,104,"Evergreen Forest",0,8.39023234049483,1.42756366575309e-10,1998,-2.70535256232983,NA,-3.73321115862721
2080,1998,7,42.54,-72.17,"42.54 -72.17",2960,335,"Temperate","Natural","Mixed Forest","Mixed",7.9,1066,"IRGA","","Mature",750,"42.54_-72.17","None",0.941111111111111,NA,42.54,264,"Mixed Forest",0,NA,NA,NA,-4.13515054212781,NA,NA
2082,1998.5,2,45.8,-90.12,"45.8 -90.12",2960,520,"Temperate","Natural","Mixed Forest","Mixed",4.8,818,"IRGA","","Mature",810,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Mixed Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2085,1997.5,2,50.3,6,"50.3 6",2960,450,"Temperate","Unmanaged","Deciduous Forest","Deciduous",7,1000,"IRGA","","Mature",867,"50.3_6","None",2.37090909090909,NA,50.3,104,"Deciduous Forest",0,8.39023234049483,1.42756366575309e-10,1998,-2.70535256232983,NA,-3.73321115862721
2088,1999.5,2,44.27,-121.38,"44.27 -121.38",2960,945,"Temperate","Natural","Savanna","Deciduous",2.61,NA,"IRGA","","Mature",181,"44.27_-121.38","None",2.61,NA,44.27,19.9,"Savanna",0,NA,NA,NA,-2.46626165323893,NA,NA
2091,2001.5,2,38.43,-120.97,"38.43 -120.97",2960,177,"Mediterranean","Natural","Savanna","Deciduous",16.3,559,"IRGA","","Mature",488,"38.43_-120.97","None",5.27545454545455,NA,38.43,30,"Savanna",0,NA,NA,NA,0.199192892215625,NA,NA
2097,2005,1,5.282,-52.912,"5.282 -52.912",4230,45,"Tropical","Natural","Others","",25.7,3041,"IRGA","","Mature",1278,"5.282_-52.912","None",8.3625,2564.66666666667,5.282,NA,"Others",0,NA,NA,NA,3.28623834676108,1677.3137841521,NA
2115,2003,3,47.28,11.53,"47.28 11.53",4212,1960,"Temperate","Natural","Grassland","Deciduous",3,1097,"IRGA","","Mature",729,"47.28_11.53","None",11.1994444444444,596.666666666667,47.28,56.5,"Grassland",0,5.50665181477865,4.00216191584358,2003,6.12318279120547,-290.686215847904,-6.61679168434339
2124,2003.5,2,55.79,-3.4,"55.79 -3.4",4212,270,"Temperate","Natural","Grassland","Deciduous",8,970,"IRGA","","Mature",529,"55.79_-3.4","None",3.12,611.583333333333,55.79,233.4,"Grassland",0,NA,NA,NA,-1.95626165323892,-275.769549181238,NA
2126,2002.5,2,67.72,29.6,"67.72 29.6",4212,480,"Boreal","Natural","Grassland","Deciduous",-1,500,"IRGA","","Mature",58,"67.72_29.6","None",1.48090909090909,592.083333333333,67.72,232.9,"Grassland",0,2.78816121419271,2.21999999985917,2002,-3.59535256232984,-295.269549181238,-9.33528228492933
2131,1995,2.5,40.3,-105.67,"40.3 -105.67",4192,3200,"Temperate","Natural","Evergreen Forest","Evergreen",1.17272727272727,1000,"IRGA","","Mature",1642,"40.3_-105.67","None",1.17272727272727,946.166666666667,40.3,73.7,"Evergreen Forest",1,NA,NA,NA,-3.90353438051165,58.8137841520963,NA
2132,1995,2.5,40.3,-105.67,"40.3 -105.67",4192,3200,"Temperate","Natural","Wetland","Deciduous",1.17272727272727,1000,"IRGA","","Mature",1794,"40.3_-105.67","None",1.17272727272727,946.166666666667,40.3,73.7,"Wetland",1,NA,NA,NA,-3.90353438051165,58.8137841520963,NA
2133,1995,2.5,40.3,-105.67,"40.3 -105.67",4192,3200,"Temperate","Natural","Wetland","Deciduous",1.17272727272727,1000,"IRGA","","Mature",1118,"40.3_-105.67","None",1.17272727272727,946.166666666667,40.3,73.7,"Wetland",0,NA,NA,NA,-3.90353438051165,58.8137841520963,NA
2134,2000.5,2,36.13,137.43,"36.13 137.43",3017,1430,"Temperate","Natural","Deciduous Forest","Deciduous",6.1,2175,"IRGA","Exclusion","Aggrading",1060,"36.13_137.43","None",3.42757575757576,1288.05555555556,36.13,118.2,"Deciduous Forest",0,8.56072387695315,4.70933116289443,2000,-1.64868589566317,400.702673040989,-3.56271962216889
2142,2002.5,1,2.82,111.85,"2.82 111.85",3045,8,"Tropical","Natural","Evergreen Forest","Evergreen",8.22055555555556,2163,"IRGA","","Mature",2130,"2.82_111.85","None",8.22055555555556,NA,2.82,NA,"Evergreen Forest",0,26.9239034016927,5.97753293567065,2002,3.14429390231664,NA,14.8004599025707
2143,2002.5,1,2.78,111.83,"2.78 111.83",3045,8,"Tropical","Managed","Evergreen Forest","Evergreen",8.22055555555556,2928,"IRGA","","Aggrading",1110,"2.78_111.83","None",8.22055555555556,NA,2.78,NA,"Evergreen Forest",0,27.0134216308594,4.00216191600833,2002,3.14429390231664,NA,14.8899781317374
2154,2000.5,4,36.13,137.42,"36.13 137.42",3052,1420,"Temperate","Natural","Deciduous Forest","Deciduous",7.2,2275,"IRGA","","Mature",726,"36.13_137.42","None",3.20296187683284,1382.92204301075,36.13,128.8,"Deciduous Forest",0,8.56072387695315,4.00216191588126,2000,-1.87329977640609,495.569160496179,-3.56271962216889
2155,1999,1,36.13,137.42,"36.13 137.42",3052,1420,"Temperate","Natural","Deciduous Forest","Deciduous",7.2,2275,"IRGA","","Mature",906,"36.13_137.42","None",3.20296187683284,1382.92204301075,36.13,128.8,"Deciduous Forest",0,8.64040527343752,4.00216191588126,1999,-1.87329977640609,495.569160496179,-3.48303822568452
2156,2000,1,36.13,137.42,"36.13 137.42",3052,1420,"Temperate","Natural","Deciduous Forest","Deciduous",7.2,2275,"IRGA","","Mature",821,"36.13_137.42","None",3.20296187683284,1382.92204301075,36.13,128.8,"Deciduous Forest",0,8.56072387695315,4.00216191588126,2000,-1.87329977640609,495.569160496179,-3.56271962216889
2157,2001,1,36.13,137.42,"36.13 137.42",3052,1420,"Temperate","Natural","Deciduous Forest","Deciduous",7.2,2275,"IRGA","","Mature",870,"36.13_137.42","None",3.20296187683284,1382.92204301075,36.13,128.8,"Deciduous Forest",0,8.70406494140627,4.00216191588126,2001,-1.87329977640609,495.569160496179,-3.41937855771577
2158,2002,1,36.13,137.42,"36.13 137.42",3052,1420,"Temperate","Natural","Deciduous Forest","Deciduous",7.2,2275,"IRGA","","Mature",817,"36.13_137.42","None",3.20296187683284,1382.92204301075,36.13,128.8,"Deciduous Forest",0,8.6730895996094,4.00216191588126,2002,-1.87329977640609,495.569160496179,-3.45035389951264
2162,2001,1,40.6,-105.1,"40.6 -105.1",2988,1557,"Temperate","Natural","Grassland","Deciduous",8.9,385,"IRGA","","Mature",800,"40.6_-105.1","None",3.95909090909091,329.333333333333,40.6,24.3,"Grassland",0,NA,NA,NA,-1.11717074414802,-558.019549181238,NA
2163,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",893,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2164,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",988,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2165,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",1065,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2166,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",1143,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2167,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",992,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2168,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",908,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2169,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",906,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2170,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",857,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2171,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",891,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2172,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",926,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2173,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Aggrading",918,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2174,1998,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Aggrading",1011,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2175,1999,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",1004,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2176,1999,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",1137,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2177,1999,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",1265,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2178,1999,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",1357,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
2179,1999,1,45.8,-90.12,"45.8 -90.12",3039,517,"Temperate","Natural","Deciduous Forest","Deciduous",2.77359459459459,NA,"IRGA","","Mature",1173,"45.8_-90.12","None",2.77359459459459,NA,45.8,56,"Deciduous Forest",0,NA,NA,NA,-2.30266705864433,NA,NA
