Record_number,Study_midyear,YearsOfData,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Site.match,Manipulation,Mean.Temp.,Mean.Precip.,Latitude2,SOC_stock,Ecosystem_type2,Outlier,soil_temperature,nearest_distance_km,soil_temp_years_used,delta.Mean.Temp.,delta.Mean.Precip.,delta.Mean.soil_temperature
2966,1992.5,1,54.13,37.1,54.13 37.1,1831,,Temperate,Natural,Deciduous Forest,Deciduous,2.94297520661157,425.416666666667,Gas Chromatography,Extraction,Mature,382,54.13_37.1,None,2.94297520661157,425.416666666667,54.13,87.9,Deciduous Forest,0,6.90359903971358,3.32999999985185,1992,-2.13328644662735,-461.936215847904,-5.21984445940846
2967,1992.5,1,54.13,37.1,54.13 37.1,1831,,Temperate,Unmanaged,Grassland,Deciduous,2.94297520661157,425.416666666667,Gas Chromatography,Extraction,Mature,181,54.13_37.1,None,2.94297520661157,425.416666666667,54.13,87.9,Grassland,0,6.90359903971358,3.32999999985185,1992,-2.13328644662735,-461.936215847904,-5.21984445940846
2975,1990,1,62,149,62 149,1304,15,Arctic,Natural,Shrubland,Deciduous,-2.5325,250,Gas Chromatography,Exclusion,Mature,144,62_149,None,-2.5325,,62,199.2,Shrubland,0,0.268902079264365,4.90874609318252e-10,1990,-7.60876165323893,,-11.8545414198577
2976,1990,1,62,149,62 149,1304,15,Arctic,Natural,Wetland,Deciduous,-2.5325,250,Gas Chromatography,"",Mature,105,62_149,None,-2.5325,,62,199.2,Wetland,0,0.268902079264365,4.90874609318252e-10,1990,-7.60876165323893,,-11.8545414198577
2979,2002,1,43.55,116.78,43.55 116.78,3537,1225,Temperate,Natural,Grassland,Deciduous,0.3,400,IRGA,"",Mature,409,43.55_116.78,None,1.394,256.971428571429,43.55,54,Grassland,0,4.35261433919271,5.9775329356993,2002,-3.68226165323892,-630.381453943142,-7.77082915992933
2980,2002,1,44.09,115.91,44.09 115.91,3537,923,Temperate,Natural,Grassland,Deciduous,1.5,250,IRGA,"",Mature,111,44.09_115.91,None,1.394,,44.09,16.7,Grassland,0,5.7219177246094,1.56977705450877,2002,-3.68226165323892,,-6.40152577451264
2981,2003,1,43.55,116.78,43.55 116.78,3537,1225,Temperate,Natural,Grassland,Deciduous,0.3,400,IRGA,"",Mature,360,43.55_116.78,None,1.394,256.971428571429,43.55,54,Grassland,0,3.80678202311202,5.9775329356993,2003,-3.68226165323892,-630.381453943142,-8.31666147601002
2982,2003,1,44.09,115.91,44.09 115.91,3537,923,Temperate,Natural,Grassland,Deciduous,1.5,250,IRGA,"",Mature,126,44.09_115.91,None,1.394,,44.09,16.7,Grassland,0,4.59047342936202,1.56977705450877,2003,-3.68226165323892,,-7.53297006976002
2983,2004,1,43.55,116.78,43.55 116.78,3537,1225,Temperate,Natural,Grassland,Deciduous,0.3,400,IRGA,"",Mature,356,43.55_116.78,None,1.394,256.971428571429,43.55,54,Grassland,0,3.93630625406905,5.9775329356993,2004,-3.68226165323892,-630.381453943142,-8.18713724505299
2984,2004,1,44.09,115.91,44.09 115.91,3537,923,Temperate,Natural,Grassland,Deciduous,1.5,250,IRGA,"",Mature,149,44.09_115.91,None,1.394,,44.09,16.7,Grassland,0,5.68988698323568,1.56977705450877,2004,-3.68226165323892,,-6.43355651588636
3011,1996,1,53.99,-105.12,53.99 -105.12,1506,593,Boreal,Natural,Evergreen Forest,Evergreen,0.49375,348.25,IRGA,"",Mature,790,53.99_-105.12,None,0.49375,348.25,53.99,26.3,Evergreen Forest,0,,,,-4.58251165323893,-539.102882514571,
3017,2002.5,1,2.82,111.85,2.82 111.85,3044,8,Tropical,Natural,Evergreen Forest,Evergreen,8.22055555555556,2163,IRGA,"",Mature,2132,2.82_111.85,None,8.22055555555556,,2.82,,Evergreen Forest,0,26.9239034016927,5.97753293567065,2002,3.14429390231664,,14.8004599025707
3018,2002.5,1,2.78,111.83,2.78 111.83,3044,8,Tropical,Managed,Evergreen Forest,Evergreen,8.22055555555556,2928,IRGA,"",Aggrading,1111,2.78_111.83,None,8.22055555555556,,2.78,,Evergreen Forest,0,27.0134216308594,4.00216191600833,2002,3.14429390231664,,14.8899781317374
3020,1994,1,36.13,137.42,36.13 137.42,3053,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,"",Mature,778,36.13_137.42,None,3.20296187683284,1382.92204301075,36.13,128.8,Deciduous Forest,0,8.94836069742843,4.00216191588126,1994,-1.87329977640609,495.569160496179,-3.17508280169361
3021,1995,1,36.13,137.42,36.13 137.42,3053,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,"",Mature,597,36.13_137.42,None,3.20296187683284,1382.92204301075,36.13,128.8,Deciduous Forest,0,7.82885386149093,4.00216191588126,1995,-1.87329977640609,495.569160496179,-4.29458963763111
3022,1996,1,36.13,137.42,36.13 137.42,3053,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,"",Mature,608,36.13_137.42,None,3.20296187683284,1382.92204301075,36.13,128.8,Deciduous Forest,0,7.86240539550784,4.00216191588126,1996,-1.87329977640609,495.569160496179,-4.2610381036142
3023,1997,1,36.13,137.42,36.13 137.42,3053,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,"",Mature,739,36.13_137.42,None,3.20296187683284,1382.92204301075,36.13,128.8,Deciduous Forest,0,8.05814768473312,4.00216191588126,1997,-1.87329977640609,495.569160496179,-4.06529581438892
3024,1998,1,36.13,137.42,36.13 137.42,3053,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,"",Mature,793,36.13_137.42,None,3.20296187683284,1382.92204301075,36.13,128.8,Deciduous Forest,0,9.22079874674483,4.00216191588126,1998,-1.87329977640609,495.569160496179,-2.90264475237721
3025,1999,1,36.13,137.42,36.13 137.42,3053,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,"",Mature,770,36.13_137.42,None,3.20296187683284,1382.92204301075,36.13,128.8,Deciduous Forest,0,8.64040527343752,4.00216191588126,1999,-1.87329977640609,495.569160496179,-3.48303822568452
3026,2000,1,36.13,137.42,36.13 137.42,3053,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,"",Mature,698,36.13_137.42,None,3.20296187683284,1382.92204301075,36.13,128.8,Deciduous Forest,0,8.56072387695315,4.00216191588126,2000,-1.87329977640609,495.569160496179,-3.56271962216889
3027,2001,1,36.13,137.42,36.13 137.42,3053,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,"",Mature,740,36.13_137.42,None,3.20296187683284,1382.92204301075,36.13,128.8,Deciduous Forest,0,8.70406494140627,4.00216191588126,2001,-1.87329977640609,495.569160496179,-3.41937855771577
3028,2002,1,36.13,137.42,36.13 137.42,3053,1420,Temperate,Natural,Deciduous Forest,Deciduous,7.2,2275,IRGA,"",Mature,694,36.13_137.42,None,3.20296187683284,1382.92204301075,36.13,128.8,Deciduous Forest,0,8.6730895996094,4.00216191588126,2002,-1.87329977640609,495.569160496179,-3.45035389951264
3034,2002,1.3,47,11,47 11,3193,1950,Temperate,Natural,Evergreen Forest,Evergreen,2.4,950,IRGA,Model,Mature,33,47_11,None,1.06090909090909,820,47,103.2,Evergreen Forest,0,1.77351277669271,1.37258160602598e-10,2002,-4.01535256232984,-67.3528825145706,-10.3499307224293
3043,2004.5,1.3,45.38,127.53,45.38 127.53,3886,,Temperate,Managed,Deciduous Forest,Deciduous,2.8,723,IRGA,"","",1173,45.38_127.53,None,1.48666666666667,,45.38,72.6,Deciduous Forest,0,7.17003021240237,4.00216191611401,2004,-3.58959498657226,,-4.95341328671967
3045,2004.5,1.3,45.38,127.53,45.38 127.53,3886,,Temperate,Managed,Deciduous Forest,Deciduous,2.8,723,IRGA,"","",946,45.38_127.53,None,1.48666666666667,,45.38,72.6,Deciduous Forest,0,7.17003021240237,4.00216191611401,2004,-3.58959498657226,,-4.95341328671967
3060,2001.5,1,44,116.25,44 116.25,2916,1225,Temperate,Natural,Grassland,Deciduous,1.81652173913043,141.333333333333,IRGA,"",Mature,264,44_116.25,None,1.81652173913043,141.333333333333,44,20.6,Grassland,0,5.09854532877608,5.54999999974099,2002,-3.2597399141085,-746.019549181238,-7.02489817034596
3061,2001.5,1,44,116.25,44 116.25,2916,1130,Temperate,Natural,Grassland,Deciduous,1.81652173913043,141.333333333333,IRGA,"",Mature,152,44_116.25,None,1.81652173913043,141.333333333333,44,20.6,Grassland,0,5.09854532877608,5.54999999974099,2002,-3.2597399141085,-746.019549181238,-7.02489817034596
3062,2001.5,1,44,116.25,44 116.25,2916,970,Temperate,Natural,Grassland,Deciduous,1.81652173913043,141.333333333333,IRGA,"",Mature,88,44_116.25,None,1.81652173913043,141.333333333333,44,20.6,Grassland,0,5.09854532877608,5.54999999974099,2002,-3.2597399141085,-746.019549181238,-7.02489817034596
3064,2002.5,1,44,116.25,44 116.25,2916,1225,Temperate,Natural,Grassland,Deciduous,1.81652173913043,141.333333333333,IRGA,"",Mature,305,44_116.25,None,1.81652173913043,141.333333333333,44,20.6,Grassland,0,5.09854532877608,5.54999999974099,2002,-3.2597399141085,-746.019549181238,-7.02489817034596
3065,2002.5,1,44,116.25,44 116.25,2916,1130,Temperate,Natural,Grassland,Deciduous,1.81652173913043,141.333333333333,IRGA,"",Mature,119,44_116.25,None,1.81652173913043,141.333333333333,44,20.6,Grassland,0,5.09854532877608,5.54999999974099,2002,-3.2597399141085,-746.019549181238,-7.02489817034596
3066,2002.5,1,44,116.25,44 116.25,2916,970,Temperate,Natural,Grassland,Deciduous,1.81652173913043,141.333333333333,IRGA,"",Mature,86,44_116.25,None,1.81652173913043,141.333333333333,44,20.6,Grassland,0,5.09854532877608,5.54999999974099,2002,-3.2597399141085,-746.019549181238,-7.02489817034596
3082,2004.5,1.5,30.03,114.37,30.03 114.37,3801,,Temperate,Natural,Deciduous Forest,Deciduous,16.8,577,IRGA,"",Mature,145,30.03_114.37,None,5.23916666666667,1310.16666666667,30.03,23.7,Deciduous Forest,0,18.8417424519857,4.70933116244939,2004,0.162905013427745,422.813784152099,6.71829895286366
3083,2004.5,1.5,30.03,114.37,30.03 114.37,3801,,Temperate,Managed,Deciduous Forest,Deciduous,16.8,577,IRGA,"",Mature,226,30.03_114.37,None,5.23916666666667,1310.16666666667,30.03,23.7,Deciduous Forest,0,18.8417424519857,4.70933116244939,2004,0.162905013427745,422.813784152099,6.71829895286366
3111,1998,1,43.5,116.5,43.5 116.5,2822,,Temperate,Natural,Grassland,Deciduous,1.42739130434783,257.458333333333,Gas Chromatography,"",Mature,866,43.5_116.5,None,1.42739130434783,257.458333333333,43.5,58.9,Grassland,0,4.92620239257815,2.91701572220625e-10,1998,-3.6488703488911,-629.894549181238,-7.19724110654389
3112,1999,1,43.5,116.5,43.5 116.5,2822,,Temperate,Natural,Grassland,Deciduous,1.42739130434783,257.458333333333,Gas Chromatography,"",Mature,390,43.5_116.5,None,1.42739130434783,257.458333333333,43.5,58.9,Grassland,0,5.68776855468752,2.91701572220625e-10,1999,-3.6488703488911,-629.894549181238,-6.43567494443452
3136,1990.5,2,5,-61,5 -61,889,1058,Tropical,Natural,Evergreen Forest,Evergreen,20.7,2000,Gas Chromatography,Extraction,Mature,891,5_-61,None,6.38583333333333,,5,,Evergreen Forest,0,,,,1.3095716800944,,
3137,1990.5,2,5,-61,5 -61,889,1058,Tropical,Natural,Evergreen Forest,Evergreen,20.7,2000,Gas Chromatography,Extraction,Aggrading,1219,5_-61,None,6.38583333333333,,5,,Evergreen Forest,0,,,,1.3095716800944,,
3138,1990.5,2,5,-61,5 -61,889,1058,Tropical,Natural,Evergreen Forest,Evergreen,20.7,2000,Gas Chromatography,Extraction,Mature,1017,5_-61,None,6.38583333333333,,5,,Evergreen Forest,0,,,,1.3095716800944,,
3139,2003,1,11.41,-55.33,-11.41 -55.33,4608,320,Tropical,Natural,Evergreen Forest,Evergreen,24,2000,IRGA,"",Mature,2823,-11.41_-55.33,None,8.225,,-11.41,,Evergreen Forest,0,,,,3.14873834676108,,
3163,2003,2,35.45,127.63,35.45 127.63,3415,690,Temperate,Managed,Deciduous Forest,Deciduous,12.8,1322,IRGA,"",Mature,821,35.45_127.63,None,5.52566037735849,1277.21666666667,35.45,75.5,Deciduous Forest,0,10.6072377522786,6.47235660334625,2003,0.449398724119565,389.863784152099,-1.51620574684344
3235,1999.5,2,12.5,130.75,-12.5 130.75,1971,,Tropical,Natural,Evergreen Forest,Evergreen,5.89454545454545,,IRGA,"",Mature,1430,-12.5_130.75,None,5.89454545454545,,-12.5,,Evergreen Forest,0,,,,0.818283801306525,,
3238,1995,1,42.75,-76.02,42.75 -76.02,2565,,Temperate,Natural,Mixed Forest,Mixed,6.5,1170,Gas Chromatography,Subtraction,Mature,371,42.75_-76.02,None,3.595,1015.70833333333,42.75,157.2,Mixed Forest,0,,,,-1.48126165323892,128.355450818759,
3239,1996,1,42.75,-76.02,42.75 -76.02,2565,,Temperate,Natural,Mixed Forest,Mixed,6.5,1170,Gas Chromatography,Subtraction,Mature,403,42.75_-76.02,None,3.595,1015.70833333333,42.75,157.2,Mixed Forest,0,,,,-1.48126165323892,128.355450818759,
3243,2005,1.5,41.55,-83.84,41.55 -83.84,3307,,Temperate,Natural,Deciduous Forest,Deciduous,3.685,668.833333333333,IRGA,"",Mature,1383,41.55_-83.84,None,3.685,668.833333333333,41.55,42.3,Deciduous Forest,0,,,,-1.39126165323892,-218.519549181238,
3245,1994,1,5.25,-52.92,5.25 -52.92,1324,,Tropical,Natural,Evergreen Forest,Evergreen,26,2200,IRGA,"",Mature,870,5.25_-52.92,None,12.4866666666667,2791.91666666667,5.25,,Evergreen Forest,0,,,,7.41040501342778,1904.5637841521,
3246,1994,1,5.25,-52.92,5.25 -52.92,1324,,Tropical,Managed,Evergreen Forest,Evergreen,26,2200,IRGA,"",Mature,1097,5.25_-52.92,None,12.4866666666667,2791.91666666667,5.25,,Evergreen Forest,0,,,,7.41040501342778,1904.5637841521,
3247,1994,1,5.25,-52.92,5.25 -52.92,1324,,Tropical,Managed,Evergreen Forest,Evergreen,26,2200,IRGA,"",Mature,946,5.25_-52.92,None,12.4866666666667,2791.91666666667,5.25,,Evergreen Forest,0,,,,7.41040501342778,1904.5637841521,
3253,2003.5,1,37.45,127.23,37.45 127.23,3600,203,Temperate,Unmanaged,Deciduous Forest,Deciduous,4.12181818181818,1300,IRGA,"",Aggrading,655,37.45_127.23,None,4.12181818181818,1521.5,37.45,57.7,Deciduous Forest,0,11.7997502644857,6.47235660334273,2004,-0.954443471420745,634.147117485429,-0.323693234636336
3254,2003.5,1,37.45,127.23,37.45 127.23,3600,203,Temperate,Unmanaged,Shrubland,Deciduous,4.12181818181818,1300,IRGA,"",Aggrading,769,37.45_127.23,None,4.12181818181818,1521.5,37.45,57.7,Shrubland,0,11.7997502644857,6.47235660334273,2004,-0.954443471420745,634.147117485429,-0.323693234636336
3255,2003.5,1,37.45,127.23,37.45 127.23,3600,203,Temperate,Natural,Deciduous Forest,Deciduous,4.12181818181818,1300,IRGA,"",Aggrading,671,37.45_127.23,None,4.12181818181818,1521.5,37.45,57.7,Deciduous Forest,0,11.7997502644857,6.47235660334273,2004,-0.954443471420745,634.147117485429,-0.323693234636336
3257,2003,2,35.45,127.63,35.45 127.63,4375,716,Temperate,Managed,Deciduous Forest,Deciduous,12.8,1322,IRGA,"",Aggrading,956,35.45_127.63,None,5.52566037735849,1277.21666666667,35.45,75.5,Deciduous Forest,0,10.6072377522786,6.47235660334625,2003,0.449398724119565,389.863784152099,-1.51620574684344
3266,1999.5,2,42.67,141.6,42.67 141.6,3131,,Temperate,Natural,Deciduous Forest,Deciduous,7.1,1200,IRGA,"",Mature,592,42.67_141.6,None,2.80363636363636,1021.66666666667,42.67,68.1,Deciduous Forest,0,8.42970174153646,3.33000000013026,2000,-2.27262528960256,134.313784152099,-3.69374175758558
3299,1996.5,1,39.1,-96.55,39.1 -96.55,1273,340,Temperate,Natural,Grassland,Deciduous,3.8225,,IRGA,"",Mature,1347,39.1_-96.55,None,3.8225,,39.1,45.2,Grassland,0,,,,-1.25376165323893,,
3303,1993.5,1.5,41.6,-80.2,41.6 -80.2,1563,390,Temperate,Natural,Deciduous Forest,Deciduous,3.35181818181818,1050,Gas Chromatography,"",Mature,509,41.6_-80.2,None,3.35181818181818,,41.6,140.2,Deciduous Forest,0,,,,-1.72444347142075,,
3307,1993.5,1,37.4,-122.23,37.4 -122.23,1083,150,Mediterranean,Natural,Grassland,Deciduous,6.50589285714286,595,IRGA,"",Mature,323,37.4_-122.23,None,6.50589285714286,,37.4,43.9,Grassland,0,,,,1.42963120390394,,
3309,1993.5,1,37.4,-122.23,37.4 -122.23,1083,150,Mediterranean,Natural,Grassland,Deciduous,6.50589285714286,595,IRGA,"",Mature,485,37.4_-122.23,None,6.50589285714286,,37.4,43.9,Grassland,0,,,,1.42963120390394,,
3310,1993.5,1,37.4,-122.23,37.4 -122.23,1083,150,Mediterranean,Natural,Grassland,Deciduous,6.50589285714286,595,IRGA,"",Mature,346,37.4_-122.23,None,6.50589285714286,,37.4,43.9,Grassland,0,,,,1.42963120390394,,
3329,2001,1.3,37.45,127.27,37.45 127.27,2451,,Temperate,Unmanaged,Deciduous Forest,Deciduous,10.8,790,IRGA,"",Aggrading,982,37.45_127.27,None,3.91909090909091,861.75,37.45,51.8,Deciduous Forest,0,11.5800415039063,6.47235660300512,2001,-1.15717074414802,-25.6028825145706,-0.543401995215737
3330,2001,1.3,37.45,127.27,37.45 127.27,2451,,Temperate,Unmanaged,Shrubland,Deciduous,10.8,790,IRGA,"",Aggrading,922,37.45_127.27,None,3.91909090909091,861.75,37.45,51.8,Shrubland,0,11.5800415039063,6.47235660300512,2001,-1.15717074414802,-25.6028825145706,-0.543401995215737
3331,2001,1.3,37.45,127.27,37.45 127.27,2451,,Temperate,Natural,Deciduous Forest,Deciduous,10.8,790,IRGA,"",Aggrading,1110,37.45_127.27,None,3.91909090909091,861.75,37.45,51.8,Deciduous Forest,0,11.5800415039063,6.47235660300512,2001,-1.15717074414802,-25.6028825145706,-0.543401995215737
3339,1997.5,1,22.73,-43.67,-22.73 -43.67,2692,200,Tropical,Natural,Evergreen Forest,Evergreen,23,1500,Gas Chromatography,"",Mature,830,-22.73_-43.67,None,7.15833333333333,1367.16666666667,-22.73,277,Evergreen Forest,0,,,,2.0820716800944,479.813784152099,
3340,1997.5,1,22.73,-43.67,-22.73 -43.67,2692,200,Tropical,Unmanaged,Grassland,Deciduous,23,1500,Gas Chromatography,"",Mature,1272,-22.73_-43.67,None,7.15833333333333,1367.16666666667,-22.73,277,Grassland,0,,,,2.0820716800944,479.813784152099,
3343,2002,1.3,35.9,-81.9,35.9 -81.9,3803,950,Temperate,Natural,Mixed Forest,Mixed,4.12545454545455,,IRGA,"",Mature,1763,35.9_-81.9,None,4.12545454545455,,35.9,80.1,Mixed Forest,0,,,,-0.950807107784374,,
3345,2005,1,44,88,44 88,4664,,Temperate,Managed,Deciduous Forest,Deciduous,6.9,220,IRGA,"",Mature,334,44_88,None,2.8825,230.25,44,32.5,Deciduous Forest,0,9.2736755371094,1.55011633891462e-10,2005,-2.19376165323893,-657.102882514571,-2.84976796201264
3346,2005,1,44,88,44 88,4664,,Temperate,Unmanaged,Desert,Deciduous,6.9,220,IRGA,"",Mature,191,44_88,None,2.8825,230.25,44,32.5,Desert,0,9.2736755371094,1.55011633891462e-10,2005,-2.19376165323893,-657.102882514571,-2.84976796201264
3359,1994,2,42.4,-76.5,42.4 -76.5,1256,,Temperate,Natural,Wetland,Deciduous,2.00777777777778,,Gas Chromatography,"",Mature,386,42.4_-76.5,None,2.00777777777778,,42.4,98.8,Wetland,0,,,,-3.06848387546115,,
3360,1994,2,42.4,-76.5,42.4 -76.5,1256,,Temperate,Natural,Wetland,Deciduous,2.00777777777778,,Gas Chromatography,"",Mature,624,42.4_-76.5,None,2.00777777777778,,42.4,98.8,Wetland,0,,,,-3.06848387546115,,
3361,1994,2,42.4,-76.5,42.4 -76.5,1256,,Temperate,Natural,Wetland,Deciduous,2.00777777777778,,Gas Chromatography,"",Mature,151,42.4_-76.5,None,2.00777777777778,,42.4,98.8,Wetland,0,,,,-3.06848387546115,,
3362,1994,2,42.4,-76.5,42.4 -76.5,1256,,Temperate,Natural,Wetland,Deciduous,2.00777777777778,,Gas Chromatography,"",Mature,571,42.4_-76.5,None,2.00777777777778,,42.4,98.8,Wetland,0,,,,-3.06848387546115,,
3373,1995.5,4,50.75,7.1,50.75 7.1,1269,,Temperate,Managed,Deciduous Forest,Deciduous,3.44636363636364,,IRGA,"",Mature,600,50.75_7.1,None,3.44636363636364,,50.75,,Deciduous Forest,0,8.58408508300784,5.54999999985693,1996,-1.62989801687529,,-3.5393584161142
3385,2001,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,842,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,6.51591389973959,5.20386420716119,2001,-3.4610503856333,,-5.60752959938245
3386,2002,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,929,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,5.61628621419271,5.20386420716119,2002,-3.4610503856333,,-6.50715728492933
3387,2003,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,874,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,5.67413228352865,5.20386420716119,2003,-3.4610503856333,,-6.44931121559339
3388,2004,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,823,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,7.42344818115237,5.20386420716119,2004,-3.4610503856333,,-4.69999531796967
3389,2005,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,868,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,6.1833435058594,5.20386420716119,2005,-3.4610503856333,,-5.94009999326264
3390,2006,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,857,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,4.9168690999349,5.20386420716119,2006,-3.4610503856333,,-7.20657439918714
3391,2001,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,592,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,6.51591389973959,5.20386420716119,2001,-3.4610503856333,,-5.60752959938245
3392,2002,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,847,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,5.61628621419271,5.20386420716119,2002,-3.4610503856333,,-6.50715728492933
3393,2003,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,821,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,5.67413228352865,5.20386420716119,2003,-3.4610503856333,,-6.44931121559339
3394,2004,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,630,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,7.42344818115237,5.20386420716119,2004,-3.4610503856333,,-4.69999531796967
3395,2005,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,768,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,6.1833435058594,5.20386420716119,2005,-3.4610503856333,,-5.94009999326264
3396,2006,1,45.333,127.5667,45.333 127.5667,5278,340,Temperate,Managed,Deciduous Forest,Deciduous,2.8,,IRGA,"",Mature,548,45.333_127.5667,None,1.61521126760563,,45.333,105.9,Deciduous Forest,0,4.9168690999349,5.20386420716119,2006,-3.4610503856333,,-7.20657439918714
3397,2003.5,1,23.15,112.54,23.15 112.54,5247,250,Subtropical,Natural,Evergreen Forest,Evergreen,20.9,1956,Gas Chromatography,"",Aggrading,592,23.15_112.54,None,6.56333333333333,,23.15,26.5,Evergreen Forest,0,22.2278101603191,7.10746790361987,2004,1.48707168009441,,10.1043666611971
3398,2003.5,1,23.15,112.54,23.15 112.54,5247,260,Subtropical,Natural,Evergreen Forest,Evergreen,20.9,1956,Gas Chromatography,"",Mature,1024,23.15_112.54,None,6.56333333333333,,23.15,26.5,Evergreen Forest,0,22.2278101603191,7.10746790361987,2004,1.48707168009441,,10.1043666611971
3399,2003.5,1,23.15,112.54,23.15 112.54,5247,260,Subtropical,Natural,Evergreen Forest,Evergreen,20.9,1956,Gas Chromatography,"",Mature,1163,23.15_112.54,None,6.56333333333333,,23.15,26.5,Evergreen Forest,0,22.2278101603191,7.10746790361987,2004,1.48707168009441,,10.1043666611971
3400,2007.5,1,13.19111111,-71.59,-13.19111111 -71.59,5273,3030,Tropical,Natural,Evergreen Forest,Evergreen,3.73333333333333,513.333333333333,IRGA,"",Mature,1813,-13.19111111_-71.59,None,3.73333333333333,513.333333333333,-13.19111111,,Evergreen Forest,0,,,,-1.3429283199056,-374.019549181238,
3430,2007,1.25,28.292,-16.629,28.292 -16.629,5227,1650,Mediterranean,Unmanaged,Evergreen Forest,Evergreen,12.6,695,IRGA,"",Mature,722.26,28.292_-16.629,None,3.77909090909091,,28.292,69.1,Evergreen Forest,0,,,,-1.29717074414801,,
3431,2004,1,26.74203,115.05783,26.74203 115.05783,5216,92,Subtropical,Managed,Evergreen Forest,Evergreen,17.9,1485,Gas Chromatography,"",Mature,605,26.74203_115.05783,None,6.125,,26.74203,38.8,Evergreen Forest,0,19.9665796915691,6.60877053334951,2004,1.04873834676108,,7.84313619244706
3432,2005,1,26.74203,115.05783,26.74203 115.05783,5216,92,Subtropical,Managed,Evergreen Forest,Evergreen,17.9,1485,Gas Chromatography,"",Mature,717,26.74203_115.05783,None,6.125,,26.74203,38.8,Evergreen Forest,0,19.3524515787761,6.60877053334951,2005,1.04873834676108,,7.22900807965407
3433,2006,1,26.74203,115.05783,26.74203 115.05783,5216,92,Subtropical,Managed,Evergreen Forest,Evergreen,17.9,1485,Gas Chromatography,"",Mature,684,26.74203_115.05783,None,6.125,,26.74203,38.8,Evergreen Forest,0,19.7438547770183,6.60877053334951,2006,1.04873834676108,,7.62041127789626
3437,2006,1,26.83333333,109.75,26.83333333 109.75,5178,335,Subtropical,Managed,Evergreen Forest,Evergreen,6.50727272727273,1300,IRGA,"",Aggrading,1060,26.83333333_109.75,None,6.50727272727273,,26.83333333,28.8,Evergreen Forest,0,18.0153391520183,6.67026965412939,2006,1.43101107403381,,5.89189565289626
3438,2006,1,26.83333333,109.75,26.83333333 109.75,5178,335,Subtropical,Managed,Evergreen Forest,Evergreen,6.50727272727273,1300,IRGA,"",Aggrading,1022,26.83333333_109.75,None,6.50727272727273,,26.83333333,28.8,Evergreen Forest,0,18.0153391520183,6.67026965412939,2006,1.43101107403381,,5.89189565289626
